t,tpr,fpr
inf,0.0,0.0
0.95,0.8114143920595533,0.05917159763313609
0.9,0.8684863523573201,0.16272189349112426
0.85,0.8734491315136477,0.17307692307692307
0.8,0.9081885856079405,0.3742603550295858
0.7,0.913151364764268,0.44822485207100593
0.6,0.913151364764268,0.44970414201183434
0.3,0.9181141439205955,0.5044378698224852
0.2,0.9553349875930521,0.7292899408284024
0.1,1.0,0.9985207100591716
0.0,1.0,1.0
-inf,1.0,1.0
