experiment_id,cell_id,seed,game,channel,spec,pair,framing,n_rows,n_rounds,coop_mean,price_mean,price_last,refusal_rate,api_error_rate,msgs,rule_frac,full_rule_frac,trigger_frac,conseq_frac,target_frac,intention_frac,msg_len,any_rule,lockin,K,capacity,has_channel,free_text
A4,A4/temptation_2.0/same_origin_cn,1,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.925,,,0.0,0.0,40,0.0,0.0,0.025,0.0,0.975,0.975,144.05,0,1.0,,rule,1,1
A4,A4/temptation_2.0/same_origin_cn,2,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,32,16,0.84375,,,0.0,0.0,32,0.0,0.0,0.15625,0.03125,0.9375,0.9375,164.46875,0,1.0,,rule,1,1
A4,A4/temptation_2.0/same_origin_cn,3,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,22,11,1.0,,,0.0,0.0,22,0.0,0.0,0.045454545454545456,0.0,1.0,1.0,156.0,0,1.0,,rule,1,1
A4,A4/temptation_2.0/same_origin_cn,4,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.725,,,0.0,0.0,40,0.0,0.0,0.05,0.0,0.975,0.975,175.675,0,0.0,,rule,1,1
A4,A4/temptation_2.0/same_origin_cn,5,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.95,,,0.0,0.0,40,0.0,0.0,0.0,0.0,1.0,1.0,168.75,0,1.0,,rule,1,1
A4,A4/temptation_2.0/same_origin_cn,6,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.5,,,0.0,0.0,40,0.0,0.0,0.075,0.3,1.0,1.0,178.7,0,0.0,,rule,1,1
A4,A4/temptation_2.0/same_origin_cn,7,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.475,,,0.0,0.0,40,0.0,0.0,0.2,0.025,0.975,0.975,173.925,0,0.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,0,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,36,18,1.0,,,0.0,0.0,36,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,0.9722222222222222,90.80555555555556,1,1.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,1,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,40,20,0.575,,,0.0,0.0,40,0.1,0.1,0.2,0.1,0.975,0.875,102.075,1,0.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,2,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,32,16,0.90625,,,0.0,0.0,32,0.0,0.0,0.03125,0.0,1.0,1.0,103.65625,0,1.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,3,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,22,11,0.9545454545454546,,,0.0,0.0,22,0.0,0.0,0.2727272727272727,0.0,1.0,1.0,103.68181818181819,0,1.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,4,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.725,,,0.0,0.0,40,0.0,0.0,0.2,0.1,0.975,0.975,99.325,0,0.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,5,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,40,20,1.0,,,0.0,0.0,40,0.0,0.0,0.05,0.0,1.0,1.0,69.125,0,1.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,6,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.95,,,0.0,0.0,40,0.025,0.025,0.1,0.05,0.95,0.925,112.925,1,1.0,,rule,1,1
A4,A4/temptation_4.0/cross_origin,7,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,40,20,1.0,,,0.0,0.0,40,0.0,0.0,0.0,0.05,1.0,1.0,84.525,0,1.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,0,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,36,18,0.5277777777777778,,,0.0,0.0,36,0.0,0.0,0.19444444444444445,0.1111111111111111,1.0,1.0,179.22222222222223,0,0.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,1,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.625,,,0.0,0.0,40,0.0,0.0,0.0,0.275,0.9,0.9,152.975,0,0.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,2,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,32,16,0.9375,,,0.0,0.0,32,0.0,0.0,0.0625,0.0,0.96875,0.96875,163.53125,0,1.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,3,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,22,11,1.0,,,0.0,0.0,22,0.0,0.0,0.0,0.0,0.9545454545454546,0.9545454545454546,180.3181818181818,0,1.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,4,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.2,,,0.0,0.0,40,0.05,0.05,0.55,0.475,0.975,0.925,181.1,1,0.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,5,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.925,,,0.0,0.0,40,0.0,0.0,0.025,0.025,1.0,1.0,165.325,0,1.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,6,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.675,,,0.0,0.0,40,0.0,0.0,0.175,0.15,0.875,0.875,143.875,0,0.0,,rule,1,1
A4,A4/temptation_4.0/same_origin_cn,7,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.475,,,0.0,0.0,40,0.0,0.0,0.65,0.175,0.975,0.975,143.45,0,0.0,,rule,1,1
A6,A6/msg/cross_origin,0,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,8,4,1.0,,,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,1.0,56.0,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,1,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,8,4,0.75,,,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,1.0,56.0,0,0.0,,rule,1,1
A6,A6/msg/cross_origin,100,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.95,,,0.0,0.0,40,0.0,0.0,0.0,0.0,0.95,0.95,101.575,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,101,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,24,12,0.875,,,0.0,0.0,24,0.0,0.0,0.0,0.041666666666666664,0.9166666666666666,0.9166666666666666,97.20833333333333,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,102,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.85,,,0.0,0.0,40,0.0,0.0,0.225,0.075,1.0,1.0,97.275,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,103,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,2,1,1.0,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.5,0.5,90.0,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,104,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,1.0,,,0.0,0.0,40,0.0,0.0,0.0,0.025,0.975,0.975,71.55,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,105,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,40,20,0.65,,,0.0,0.0,40,0.0,0.0,0.025,0.075,0.95,0.95,101.75,0,0.0,,rule,1,1
A6,A6/msg/cross_origin,106,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,20,10,1.0,,,0.0,0.0,20,0.0,0.0,0.05,0.0,0.95,0.95,97.15,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,107,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,6,3,1.0,,,0.0,0.0,6,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,76.0,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,108,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,34,17,0.8529411764705882,,,0.0,0.0,34,0.0,0.0,0.14705882352941177,0.058823529411764705,1.0,1.0,105.52941176470588,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,109,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,40,20,0.975,,,0.0,0.0,40,0.0,0.0,0.0,0.0,0.975,0.975,102.4,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,110,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.95,,,0.0,0.0,40,0.025,0.025,0.35,0.025,0.975,0.95,107.25,1,1.0,,rule,1,1
A6,A6/msg/cross_origin,111,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,40,20,0.825,,,0.0,0.0,40,0.025,0.025,0.05,0.025,1.0,0.975,95.425,1,1.0,,rule,1,1
A6,A6/msg/cross_origin,112,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.95,,,0.0,0.0,40,0.0,0.0,0.05,0.0,0.9,0.9,112.35,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,113,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,40,20,0.9,,,0.0,0.0,40,0.0,0.0,0.15,0.0,0.925,0.925,101.75,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,114,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,14,7,1.0,,,0.0,0.0,14,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.2857142857142857,1.0,0.7857142857142857,86.0,1,1.0,,rule,1,1
A6,A6/msg/cross_origin,115,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,14,7,1.0,,,0.0,0.0,14,0.0,0.0,0.35714285714285715,0.0,0.9285714285714286,0.9285714285714286,106.64285714285714,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,116,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.925,,,0.0,0.0,40,0.0,0.0,0.0,0.0,0.975,0.975,103.15,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,117,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,24,12,0.3333333333333333,,,0.0,0.0,24,0.0,0.0,0.16666666666666666,0.08333333333333333,0.8333333333333334,0.8333333333333334,110.41666666666667,0,0.0,,rule,1,1
A6,A6/msg/cross_origin,118,ipd,L2_observed,canonical,qwen-72b+llama-70b,neutral,40,20,0.95,,,0.0,0.0,40,0.0,0.0,0.05,0.05,0.95,0.95,83.225,0,1.0,,rule,1,1
A6,A6/msg/cross_origin,119,ipd,L2_observed,canonical,llama-70b+qwen-72b,neutral,10,5,1.0,,,0.0,0.0,10,0.1,0.1,0.1,0.1,1.0,0.9,89.8,1,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,0,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,8,4,0.625,,,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,1.0,56.0,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,1,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,8,4,0.75,,,0.0,0.0,8,0.0,0.0,0.0,0.0,1.0,1.0,56.0,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,100,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.525,,,0.0,0.0,40,0.0,0.0,0.25,0.2,0.9,0.9,190.625,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,101,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,24,12,0.9583333333333334,,,0.0,0.0,24,0.0,0.0,0.0,0.0,0.9583333333333334,0.9583333333333334,126.20833333333333,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,102,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.725,,,0.0,0.0,40,0.0,0.0,0.25,0.075,0.95,0.95,175.175,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,103,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,2,1,0.5,,,0.0,0.0,2,0.0,0.0,0.0,0.0,0.5,0.5,57.5,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,104,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.9,,,0.0,0.0,40,0.0,0.0,0.025,0.0,0.95,0.95,168.65,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,105,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.725,,,0.0,0.0,40,0.0,0.0,0.125,0.075,0.9,0.9,167.35,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,106,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,20,10,0.9,,,0.0,0.0,20,0.0,0.0,0.35,0.05,0.95,0.95,109.75,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,107,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,6,3,0.16666666666666666,,,0.0,0.0,6,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,143.83333333333334,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,108,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,34,17,0.9411764705882353,,,0.0,0.0,34,0.0,0.0,0.0,0.0,0.9411764705882353,0.9411764705882353,153.97058823529412,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,109,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.2,,,0.0,0.0,40,0.025,0.0,0.45,0.425,0.875,0.875,164.525,1,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,110,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.775,,,0.0,0.0,40,0.0,0.0,0.1,0.0,1.0,1.0,164.925,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,111,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.975,,,0.0,0.0,40,0.0,0.0,0.05,0.0,0.975,0.975,174.85,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,112,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,1.0,,,0.0,0.0,40,0.0,0.0,0.0,0.0,0.975,0.975,127.575,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,113,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.825,,,0.0,0.0,40,0.0,0.0,0.0,0.0,0.925,0.925,153.8,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,114,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,14,7,1.0,,,0.0,0.0,14,0.0,0.0,0.0,0.0,0.9285714285714286,0.9285714285714286,112.57142857142857,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,115,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,14,7,0.21428571428571427,,,0.0,0.0,14,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.8571428571428571,0.6428571428571429,123.78571428571429,1,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,116,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.125,,,0.0,0.0,40,0.0,0.0,0.65,0.65,0.975,0.975,167.775,0,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,117,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,24,12,0.3333333333333333,,,0.0,0.0,24,0.041666666666666664,0.041666666666666664,0.5,0.4583333333333333,0.9166666666666666,0.875,145.16666666666666,1,0.0,,rule,1,1
A6,A6/msg/same_origin_cn,118,ipd,L2_observed,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.925,,,0.0,0.0,39,0.0,0.0,0.02564102564102564,0.0,0.9743589743589743,0.9743589743589743,136.425,0,1.0,,rule,1,1
A6,A6/msg/same_origin_cn,119,ipd,L2_observed,canonical,deepseek-v3+qwen-72b,neutral,10,5,1.0,,,0.0,0.0,9,0.0,0.0,0.1111111111111111,0.0,1.0,1.0,111.0,0,1.0,,rule,1,1
A6,A6/none/cross_origin,0,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,8,4,0.75,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,1,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,8,4,0.75,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,100,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,40,20,0.45,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,101,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,24,12,0.75,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,102,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,40,20,0.25,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,103,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,2,1,1.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,none,0,0
A6,A6/none/cross_origin,104,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,40,20,0.2,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,105,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,40,20,0.15,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,106,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,20,10,0.2,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,107,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,6,3,0.3333333333333333,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,108,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,34,17,0.8235294117647058,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,none,0,0
A6,A6/none/cross_origin,109,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,40,20,0.55,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,110,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,40,20,0.15,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,111,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,40,20,0.175,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,112,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,40,20,0.625,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,113,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,40,20,0.525,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,114,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,14,7,0.35714285714285715,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,115,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,14,7,0.6428571428571429,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,116,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,40,20,0.2,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,117,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,24,12,0.20833333333333334,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,118,ipd,L0_none,canonical,qwen-72b+llama-70b,neutral,40,20,0.175,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/cross_origin,119,ipd,L0_none,canonical,llama-70b+qwen-72b,neutral,10,5,0.5,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,0,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,8,4,0.875,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,none,0,0
A6,A6/none/same_origin_cn,1,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,8,4,0.5,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,100,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.3,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,101,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,24,12,0.5,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,102,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.6,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,103,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,2,1,1.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,,none,0,0
A6,A6/none/same_origin_cn,104,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.225,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,105,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.15,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,106,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,20,10,0.15,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,107,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,6,3,0.3333333333333333,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,108,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,34,17,0.17647058823529413,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,109,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.425,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,110,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.25,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,111,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.575,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,112,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.3,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,113,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.125,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,114,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,14,7,0.42857142857142855,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,115,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,14,7,0.5,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,116,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.175,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,117,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,24,12,0.4166666666666667,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,118,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.525,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/same_origin_cn,119,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,10,5,0.7,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,0,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,44,18,0.38636363636363635,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,1,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,48,20,0.20833333333333334,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,2,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,32,16,0.25,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,3,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,22,11,0.4090909090909091,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,4,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.25,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,5,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.15,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,6,ipd,L0_none,canonical,qwen-72b+deepseek-v3,neutral,40,20,0.225,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
A6,A6/none/stated/same_origin_cn,7,ipd,L0_none,canonical,deepseek-v3+qwen-72b,neutral,40,20,0.225,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,none,0,0
