experiment_id,cell_id,channel,game,familiarity,seed,n_rounds,coop_endstate,locked_in,coop_axis_defined,welfare_endstate,K_endstate,is_market_game,convergence_tau,stability_sigma,promise_keeping_rate,refusal_rate,refusal_only_rate,n_messages,mean_message_tokens,compression_ratio,ngram_reuse_bigram,ngram_reuse_trigram
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,0,18,,,0,0.9183673469387753,0.7142857142857143,1,,,0.0,0.0,0.0,36,15.416666666666666,0.1941638608305275,0.5992779783393503,0.49728752260397835
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,1,20,,,0,0.6734693877551019,0.42857142857142855,1,,,0.0,0.025,0.0,37,17.62162162162162,0.21226653205451793,0.5729646697388633,0.4523076923076923
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,2,16,,,0,0.8163265306122447,0.5857142857142857,1,,,0.0,0.0,0.0,32,17.96875,0.24615384615384617,0.5226480836236933,0.4136125654450262
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,3,11,,,0,0.6734693877551019,0.4857142857142857,1,,,0.0,0.0,0.0,22,17.90909090909091,0.3170731707317073,0.38167938931297707,0.24489795918367352
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,4,20,,,0,0.6734693877551019,0.42857142857142855,1,,,0.0,0.0,0.0,40,17.4,0.24352331606217617,0.479136690647482,0.36023054755043227
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,5,20,,,0,0.8163265306122447,0.5714285714285714,1,,,0.0,0.0,0.0,40,19.425,0.22491423670668953,0.5412371134020619,0.38451612903225807
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,6,20,,,0,0.7591836734693875,0.5428571428571428,1,,,0.0,0.0,0.0,40,22.1,0.20985826105352232,0.636466591166478,0.5215419501133787
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,7,20,,,0,0.6734693877551019,0.42857142857142855,1,,,0.0,0.0,0.0,40,15.7,0.17699115044247787,0.6539074960127591,0.5686900958466454
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,8,7,,,0,0.7877551020408161,0.6285714285714286,1,,,0.0,0.0,0.0,14,22.285714285714285,0.35403726708074534,0.32797427652733124,0.20645161290322578
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,9,20,,,0,0.9183673469387753,0.7142857142857143,1,,,0.0,0.0,0.0,39,16.564102564102566,0.12964705882352942,0.7503875968992249,0.6832298136645962
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,10,13,,,0,0.6734693877551019,0.42857142857142855,1,,,0.0,0.0,0.0,26,16.884615384615383,0.17999227500965623,0.6894977168949772,0.5926773455377574
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,11,17,,,0,0.4897959183673468,0.2857142857142857,1,,,0.0,0.029411764705882353,0.0,34,17.029411764705884,0.20337598693166348,0.6107266435986158,0.49913344887348354
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,12,20,,,0,0.6734693877551019,0.42857142857142855,1,,,0.0,0.0,0.0,38,17.81578947368421,0.16460701927829954,0.6730769230769231,0.5940740740740741
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,13,20,,,0,0.4897959183673468,0.2857142857142857,1,,,0.0,0.0,0.0,40,21.6,0.22588832487309646,0.5619930475086906,0.4524361948955916
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,14,20,,,0,0.8163265306122447,0.5714285714285714,1,,,0.0,0.0,0.0,40,17.675,0.1569278441788402,0.6869688385269122,0.6312056737588653
M2,M2/none/cross_origin,L2_observed,bertrand,canonical,15,5,,,0,0.6653061224489795,0.5571428571428572,1,,,0.0,0.0,0.0,10,16.5,0.4170755642787046,0.2195121951219512,0.11042944785276076
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,0,18,,,0,0.0,0.3142857142857143,1,,,0.0,0.0,0.0,36,18.02777777777778,0.27816447538025263,0.44753086419753085,0.32148377125193195
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,1,20,,,0,0.0,0.44285714285714284,1,,,0.0,0.0,0.0,39,18.743589743589745,0.2354816670462309,0.5534246575342465,0.4238683127572016
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,2,16,,,0,0.0,0.11428571428571428,1,,,0.0,0.0,0.0,32,19.84375,0.2885558583106267,0.4337539432176656,0.31753554502369663
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,3,11,,,0,0.0,0.44285714285714284,1,,,0.0,0.0,0.0,22,18.0,0.297224709042077,0.44303797468354433,0.3426395939086294
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,4,20,,,0,0.0,0.7142857142857143,1,,,0.0,0.0,0.0,40,18.9,0.24366886571610982,0.5006622516556292,0.35676392572944293
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,5,20,,,0,0.0,0.7571428571428571,1,,,0.0,0.0,0.0,40,18.25,0.19183673469387755,0.6310013717421125,0.5151098901098901
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,6,20,,,0,0.0,0.8428571428571429,1,,,0.0,0.0,0.0,40,20.05,0.25066886190574195,0.5056179775280899,0.35750000000000004
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,7,20,,,0,0.0,0.5428571428571428,1,,,0.0,0.0,0.0,40,18.725,0.2383097383097383,0.5374331550802138,0.4149933065595717
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,8,7,,,0,0.0,0.8857142857142857,1,,,0.0,0.07142857142857142,0.0,14,17.857142857142858,0.35804103242885504,0.3092369477911646,0.17741935483870963
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,9,20,,,0,0.0,0.6142857142857143,1,,,0.0,0.025,0.0,40,17.775,0.23466117216117216,0.528169014084507,0.40056417489421725
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,10,13,,,0,0.19591836734693877,0.8428571428571429,1,,,0.0,0.0,0.0,26,21.153846153846153,0.31850478838430646,0.3533697632058288,0.2427007299270073
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,11,17,,,0,0.0,0.42857142857142855,1,,,0.0,0.0,0.0,34,17.264705882352942,0.23446082682856317,0.5443686006825939,0.3948717948717949
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,12,20,,,0,0.18367346938775506,0.8,1,,,0.0,0.0,0.0,38,20.94736842105263,0.2834448160535117,0.4188679245283019,0.27329974811083124
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,13,20,,,0,0.0,0.7571428571428571,1,,,0.0,0.0,0.0,39,18.487179487179485,0.2612372051624388,0.4541666666666667,0.3143254520166898
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,14,20,,,0,0.0,0.6,1,,,0.0,0.0,0.0,39,20.794871794871796,0.18817427385892116,0.6506172839506172,0.5315203955500618
M2,M2/default/cross_origin,L2_observed,bertrand,canonical,15,5,,,0,0.0,0.4857142857142857,1,,,0.0,0.0,0.0,10,20.0,0.4288224956063269,0.25125628140703515,0.15656565656565657
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,0,18,,,0,0.16326530612244894,0.6428571428571429,1,,,0.0,0.027777777777777776,0.0,36,19.166666666666668,0.2357142857142857,0.5166908563134978,0.3924418604651163
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,1,20,,,0,0.0,0.5714285714285714,1,,,0.0,0.0,0.0,40,17.825,0.24330783938814532,0.5337078651685394,0.4163150492264416
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,2,16,,,0,0.0,0.39999999999999997,1,,,0.0,0.0,0.0,32,18.65625,0.25798722044728434,0.47818791946308725,0.34285714285714286
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,3,11,,,0,0.0,0.8571428571428571,1,,,0.0,0.0,0.0,22,17.59090909090909,0.2908059943296881,0.43005181347150256,0.2935064935064935
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,4,20,,,0,0.13469387755102039,0.42857142857142855,1,,,0.0,0.0,0.0,40,19.1,0.21634615384615385,0.5845347313237221,0.4606299212598425
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,5,20,,,0,0.0,0.9142857142857143,1,,,0.0,0.0,0.0,40,18.75,0.2003630587701384,0.6315086782376502,0.4946524064171123
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,6,20,,,0,0.0,0.6857142857142857,1,,,0.0,0.0,0.0,40,18.975,0.22903657448706513,0.5606860158311346,0.43725231175693524
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,7,20,,,0,0.0,0.6428571428571429,1,,,0.0,0.0,0.0,40,20.65,0.24309282448817332,0.4860606060606061,0.37378640776699024
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,8,7,,,0,0.0,0.5714285714285714,1,,,0.0,0.0,0.0,13,17.076923076923077,0.3291828793774319,0.47058823529411764,0.32727272727272727
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,9,20,,,0,0.3265306122448979,0.6714285714285715,1,,,0.0,0.0,0.0,40,18.025,0.2334595678324794,0.5361111111111111,0.3991655076495132
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,10,13,,,0,0.16326530612244894,0.7142857142857143,1,,,0.0,0.0,0.0,26,18.0,0.256627783669141,0.5032119914346895,0.36909871244635195
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,11,17,,,0,0.0,0.5714285714285714,1,,,0.0,0.0,0.0,34,19.852941176470587,0.23624678663239074,0.5489614243323442,0.4294205052005944
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,12,20,,,0,0.0,0.7857142857142857,1,,,0.0,0.0,0.0,40,21.1,0.23893425010743446,0.5563463819691578,0.4239904988123515
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,13,20,,,0,0.09795918367346937,0.34285714285714286,1,,,0.0,0.0,0.0,40,17.85,0.2491990846681922,0.5049088359046283,0.3384831460674157
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,14,20,,,0,0.0,0.6428571428571429,1,,,0.0,0.0,0.0,40,20.625,0.21771611526147278,0.5983009708737864,0.4860267314702309
M2,M2/calibrated/cross_origin,L2_observed,bertrand,canonical,15,5,,,0,0.13469387755102039,0.5571428571428572,1,,,0.0,0.0,0.0,10,14.0,0.4093789607097592,0.3165467625899281,0.2028985507246377
